dataset,date,time,sequence_id,message,element_id,event_id
df080,11/20/2018,10:06:38 PM,27,"Another aircraft is nearby. Fly with caution. Another aircraft is too close, please descend to a safer altitude.",57,e69
df080,11/20/2018,10:07:47 PM,27,"Another aircraft is nearby. Fly with caution. Another aircraft is dangerously close, please descend to a safer altitude.",57,e69
df080,11/20/2018,10:08:40 PM,27,"Another aircraft is nearby. Fly with caution. Another aircraft is dangerously close, please descend to a safer altitude.",57,e69
df081,11/20/2018,10:48:28 PM,28,Data Recorder File Index is 7.,58,e41
df081,11/20/2018,10:48:29 PM,28,Compass abnormal Solution: 1. Ensure there are no magnets or metal objects near the aircraft. The ground or walls may contain metal. Move away from sources of interference before attempting flight. 2. Calibrate Compass Before Takeoff.,58,e65
df081,11/20/2018,10:49:09 PM,28,Home Point Updated.,58,e42
df081,11/20/2018,10:49:16 PM,28,GEO: You are in a Warning Zone (School). Fly with caution.,58,e65
df081,11/20/2018,10:51:52 PM,28,Switched to S (Sport)-mode.,58,e68
df081,11/20/2018,10:51:52 PM,28,Switched to P (Positioning)-mode.,58,e66
df081,11/20/2018,10:51:54 PM,28,Switched to P (Positioning)-mode.,58,e66
df081,11/20/2018,10:51:54 PM,28,Switched to T (Tripod)-mode.,58,e67
df081,11/20/2018,10:52:03 PM,28,Switched to T (Tripod)-mode.,58,e67
df081,11/20/2018,10:52:03 PM,28,Switched to P (Positioning)-mode.,58,e66
df081,11/20/2018,10:54:11 PM,28,Data Recorder File Index is 8.,59,e41
df081,11/20/2018,10:54:14 PM,28,Switched to S (Sport)-mode.,59,e68
df081,11/20/2018,10:54:22 PM,28,Home Point Updated.,59,e42
df081,11/20/2018,10:54:25 PM,28,Switched to S (Sport)-mode.,59,e68
df081,11/20/2018,10:54:25 PM,28,Switched to P (Positioning)-mode.,59,e66
df081,11/20/2018,10:54:26 PM,28,Switched to P (Positioning)-mode.,59,e66
df081,11/20/2018,10:54:26 PM,28,Switched to S (Sport)-mode.,59,e68
df081,11/20/2018,10:54:33 PM,28,GEO: You are in a Warning Zone (School). Fly with caution.,59,e65
df081,11/20/2018,10:55:12 PM,28,"Tip: Aircraft reached maximum distance, please pay attention to flight safety.",59,e71
df081,11/20/2018,10:57:52 PM,28,GEO: You are in a Warning Zone (School). Fly with caution.,60,e65
df081,11/20/2018,10:57:53 PM,28,Data Recorder File Index is 9.,60,e41
df081,11/20/2018,10:57:56 PM,28,Home Point Updated.,60,e42
df081,11/20/2018,10:57:57 PM,28,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",60,e70
df081,11/20/2018,10:59:00 PM,28,Switched to P (Positioning)-mode.,60,e66
df081,11/20/2018,10:59:00 PM,28,Switched to P (Positioning)-mode.,60,e66
df081,11/20/2018,10:59:00 PM,28,Switched to S (Sport)-mode.,60,e68
df081,11/20/2018,10:59:36 PM,28,"Tip: Aircraft reached maximum distance, please pay attention to flight safety.",60,e71
df082,11/20/2018,11:19:39 PM,29,Data Recorder File Index is 6.,61,e41
df082,11/20/2018,11:19:41 PM,29,Compass abnormalSolution: 1. Ensure there are no magnets or metal objects near the aircraft. The ground or walls may contain metal. Move away from sources of interference before attempting flight. 2. Calibrate Compass Before Takeoff.,61,e65
df082,11/20/2018,11:19:42 PM,29,Home Point Updated.,61,e42
df082,11/20/2018,11:19:42 PM,29,Home Point recorded. Return-to-Home Altitude: 98.4 ft.,61,e2
df082,11/20/2018,11:19:43 PM,29,Switched to P (Positioning)-mode.,61,e66
df082,11/20/2018,11:19:44 PM,29,Switched to P (Positioning)-mode.,61,e66
df082,11/20/2018,11:19:44 PM,29,Switched to S (Sport)-mode.,61,e68
df082,11/20/2018,11:19:49 PM,29,GEO: You are in a Warning Zone (School). Fly with caution.,61,e65
df082,11/20/2018,11:20:37 PM,29,Downlink Lost.,61,e53
df082,11/20/2018,11:21:44 PM,29,Switched to S (Sport)-mode.,62,e68
df082,11/20/2018,11:21:44 PM,29,Switched to P (Positioning)-mode.,62,e66
df082,11/20/2018,11:23:29 PM,29,Data Recorder File Index is 7.,63,e41
df082,11/20/2018,11:23:41 PM,29,Home Point Updated.,63,e42
df082,11/20/2018,11:23:41 PM,29,Home Point recorded. Return-to-Home Altitude: 98.4 ft.,63,e2
df082,11/20/2018,11:23:48 PM,29,Switched to S (Sport)-mode.,63,e68
df082,11/20/2018,11:23:54 PM,29,GEO: You are in a Warning Zone (School). Fly with caution.,63,e65
df082,11/20/2018,11:27:42 PM,29,Data Recorder File Index is 8.,64,e41
df082,11/20/2018,11:27:44 PM,29,Home Point Updated.,64,e42
df082,11/20/2018,11:27:46 PM,29,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",64,e70
df082,11/20/2018,11:27:46 PM,29,Switched to P (Positioning)-mode.,64,e66
df082,11/20/2018,11:27:47 PM,29,Switched to P (Positioning)-mode.,64,e66
df082,11/20/2018,11:27:47 PM,29,Switched to S (Sport)-mode.,64,e68
df082,11/20/2018,11:27:53 PM,29,GEO: You are in a Warning Zone (School). Fly with caution.,64,e65
df082,11/20/2018,11:28:22 PM,29,"Tip: Aircraft reached maximum distance, please pay attention to flight safety.",64,e71
df082,11/20/2018,11:29:04 PM,29,"Tip: Aircraft reached maximum distance, please pay attention to flight safety.",64,e71
